EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-4.475,0.408,-14.432,-13.116,-4.933,-3.077,-7.561,-10.448,-0.063,0.937,-0.356,1.068,-0.488,1.984,73.333,217777.000,1.000
-3.468,0.238,-10.689,-11.590,-2.804,-1.510,-5.974,-8.296,-0.061,0.940,-0.358,1.099,-0.488,1.953,73.333,217778.000,1.000
-2.517,0.644,-5.915,-7.857,-0.324,-0.807,-4.607,-6.178,-0.062,0.944,-0.358,1.099,-0.427,1.892,73.333,217779.000,1.000
-1.687,1.169,-1.548,-3.092,1.499,-1.782,-4.225,-4.910,-0.062,0.943,-0.358,1.068,-0.488,1.953,73.333,217780.000,1.000
-1.590,0.909,0.551,0.786,1.461,-4.721,-5.269,-4.975,-0.060,0.945,-0.361,0.977,-0.641,1.984,73.333,217781.000,1.000
-2.365,-0.166,-0.192,2.716,-0.341,-8.184,-6.889,-5.683,-0.059,0.946,-0.361,0.977,-0.641,1.770,73.333,217782.000,1.000
-4.009,-1.732,-3.341,2.442,-3.059,-10.572,-7.876,-6.083,-0.060,0.944,-0.359,0.824,-0.671,1.770,73.333,217783.000,1.000
-7.042,-4.059,-8.496,-0.187,-6.348,-11.864,-8.054,-6.217,-0.060,0.943,-0.359,0.671,-0.671,1.770,73.333,217784.000,1.000
-11.843,-7.465,-15.100,-4.874,-10.142,-12.871,-8.075,-6.736,-0.059,0.943,-0.358,0.702,-0.641,1.678,73.333,217785.000,1.000
-17.819,-11.666,-22.040,-10.530,-14.052,-14.056,-8.585,-7.928,-0.059,0.943,-0.356,0.580,-0.549,1.587,73.333,217786.000,1.000
-24.019,-16.479,-28.423,-16.193,-17.851,-15.753,-10.149,-9.884,-0.058,0.941,-0.358,0.549,-0.519,1.556,73.333,217787.000,1.000
-29.513,-22.009,-33.766,-21.302,-21.479,-18.016,-12.817,-12.518,-0.058,0.940,-0.358,0.488,-0.488,1.465,73.333,217788.000,1.000
-32.585,-27.472,-36.793,-24.441,-23.918,-19.768,-15.197,-14.640,-0.058,0.940,-0.354,0.519,-0.397,1.434,73.333,217789.000,1.000
-31.107,-30.986,-35.587,-23.519,-23.330,-19.268,-15.017,-14.236,-0.059,0.939,-0.358,0.519,-0.366,1.465,73.333,217790.000,1.000
-24.865,-31.311,-29.847,-18.271,-19.207,-16.013,-11.413,-10.632,-0.060,0.935,-0.358,0.580,-0.305,1.404,73.333,217791.000,1.000
-16.938,-29.360,-22.298,-11.656,-13.772,-11.777,-6.401,-5.947,-0.060,0.935,-0.358,0.549,-0.275,1.312,73.333,217792.000,1.000
-11.715,-27.085,-16.802,-7.611,-10.246,-8.960,-3.236,-3.389,-0.059,0.933,-0.358,0.641,-0.214,1.312,73.333,217793.000,1.000
-11.495,-25.155,-15.162,-7.688,-9.886,-8.237,-3.300,-4.153,-0.059,0.933,-0.360,0.793,-0.122,1.373,73.333,217794.000,1.000
-15.270,-22.710,-16.308,-10.446,-11.368,-8.527,-5.220,-6.738,-0.060,0.932,-0.362,0.977,-0.092,1.434,73.333,217795.000,1.000
-20.057,-18.767,-17.801,-13.206,-12.365,-8.308,-6.433,-8.670,-0.060,0.932,-0.360,1.038,-0.092,1.434,73.333,217796.000,1.000
-22.971,-13.183,-17.645,-13.951,-11.257,-6.566,-5.213,-8.332,-0.060,0.935,-0.360,1.282,-0.092,1.404,73.333,217797.000,1.000
-22.889,-6.905,-15.491,-12.507,-8.169,-3.470,-1.858,-5.899,-0.060,0.937,-0.356,1.312,0.000,1.434,73.333,217798.000,1.000
-20.693,-1.570,-12.528,-10.307,-4.715,-0.272,1.790,-2.931,-0.060,0.937,-0.356,1.526,0.000,1.465,73.333,217799.000,1.000
-18.039,1.328,-10.317,-8.958,-2.736,1.641,3.869,-1.044,-0.059,0.937,-0.358,1.526,-0.092,1.526,73.333,217800.000,1.000
-16.315,0.855,-9.993,-9.319,-3.466,1.295,3.311,-1.133,-0.058,0.936,-0.357,1.556,-0.092,1.617,73.333,217801.000,1.000
-16.274,-3.202,-12.063,-11.440,-7.294,-1.854,-0.141,-3.344,-0.057,0.936,-0.358,1.617,0.000,1.709,73.333,217802.000,1.000
-17.849,-9.969,-16.179,-14.630,-13.521,-7.561,-5.866,-7.167,-0.058,0.935,-0.360,1.709,-0.061,1.678,73.333,217803.000,1.000
-20.337,-17.557,-21.132,-17.790,-20.433,-14.435,-12.412,-11.580,-0.058,0.936,-0.361,1.740,0.061,1.709,73.333,217804.000,1.000
-22.572,-23.554,-25.027,-19.669,-25.678,-20.190,-17.715,-15.044,-0.059,0.938,-0.357,1.678,0.122,1.801,73.333,217805.000,1.000
-23.161,-25.785,-25.835,-19.082,-27.069,-22.703,-19.785,-15.823,-0.060,0.939,-0.360,1.678,0.183,1.801,73.333,217806.000,1.000
-21.471,-23.656,-22.883,-15.861,-24.154,-21.595,-18.203,-13.406,-0.061,0.943,-0.361,1.556,0.122,1.770,73.333,217807.000,1.000
-18.127,-18.666,-17.550,-11.295,-18.695,-18.410,-14.520,-9.088,-0.061,0.943,-0.362,1.495,0.092,1.770,73.333,217808.000,1.000
-14.346,-13.208,-12.115,-7.166,-13.224,-14.999,-10.782,-4.691,-0.063,0.945,-0.359,1.404,0.092,1.709,73.333,217809.000,1.000
-11.513,-9.454,-8.616,-4.920,-9.786,-12.684,-8.465,-1.617,-0.063,0.944,-0.360,1.312,-0.031,1.770,73.333,217810.000,1.000
-10.842,-8.660,-8.174,-5.250,-9.395,-12.328,-8.233,-0.691,-0.061,0.943,-0.365,1.221,0.061,1.801,73.333,217811.000,1.000
-12.593,-10.618,-10.442,-7.786,-11.563,-13.861,-9.523,-1.709,-0.061,0.942,-0.365,1.129,-0.061,1.617,73.333,217812.000,1.000
-15.990,-14.149,-14.074,-11.550,-14.714,-16.079,-10.870,-3.596,-0.059,0.937,-0.366,1.160,-0.092,1.617,73.333,217813.000,1.000
-19.751,-17.943,-17.581,-15.444,-17.135,-17.353,-10.925,-5.190,-0.055,0.931,-0.366,1.190,-0.092,1.648,73.333,217814.000,1.000
-22.456,-20.855,-19.669,-18.139,-17.537,-16.501,-9.005,-5.557,-0.053,0.926,-0.370,1.282,-0.122,1.526,73.333,217815.000,1.000
-23.218,-22.451,-19.727,-18.617,-15.680,-13.627,-5.523,-4.452,-0.055,0.917,-0.370,1.526,-0.031,1.556,73.333,217816.000,1.000
-22.130,-23.091,-18.080,-16.910,-12.495,-10.115,-1.959,-2.630,-0.056,0.914,-0.371,1.862,0.122,1.526,73.333,217817.000,1.000
-19.925,-23.111,-15.571,-13.969,-9.276,-7.524,0.135,-1.192,-0.060,0.913,-0.371,2.167,0.153,1.526,73.333,217818.000,1.000
-17.662,-22.588,-13.232,-11.321,-7.108,-6.799,-0.077,-0.986,-0.063,0.915,-0.367,2.655,0.183,1.526,73.333,217819.000,1.000
-16.076,-21.419,-11.802,-10.336,-6.469,-7.842,-2.355,-2.257,-0.064,0.921,-0.364,2.991,0.153,1.404,73.333,217820.000,1.000
-14.475,-18.754,-10.665,-10.767,-6.450,-8.947,-4.979,-4.009,-0.066,0.927,-0.363,3.235,0.183,1.373,73.333,217821.000,1.000
-10.933,-13.100,-7.893,-10.435,-4.927,-7.394,-5.309,-4.182,-0.067,0.930,-0.365,3.448,0.031,1.465,73.333,217822.000,1.000
-4.466,-4.110,-2.283,-7.251,-0.552,-1.910,-1.919,-1.453,-0.068,0.934,-0.365,3.540,-0.092,1.617,73.333,217823.000,1.000
3.051,5.764,4.687,-1.673,5.332,5.377,3.662,3.042,-0.067,0.936,-0.364,3.510,-0.275,1.862,73.333,217824.000,1.000
7.662,12.283,9.421,3.197,9.369,10.306,7.922,6.354,-0.062,0.938,-0.360,3.479,-0.427,2.045,73.333,217825.000,1.000
6.190,12.525,8.931,4.148,8.928,10.140,8.255,6.192,-0.061,0.940,-0.358,3.387,-0.519,2.350,73.333,217826.000,1.000
-1.494,6.941,3.076,0.505,4.090,5.327,4.857,2.742,-0.064,0.944,-0.358,3.326,-0.610,2.655,73.333,217827.000,1.000
-12.409,-1.172,-5.445,-5.591,-2.636,-1.328,0.216,-1.662,-0.067,0.948,-0.354,3.235,-0.793,2.777,73.333,217828.000,1.000
-22.510,-7.989,-13.108,-11.195,-8.331,-6.704,-3.163,-4.676,-0.071,0.950,-0.352,3.021,-1.099,2.930,73.333,217829.000,1.000
-29.138,-11.491,-17.881,-14.714,-11.656,-9.345,-4.661,-5.787,-0.071,0.952,-0.352,2.655,-1.373,3.052,73.333,217830.000,1.000
