EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
13.196,6.456,5.896,7.883,8.095,9.101,7.882,9.137,-0.081,0.978,-0.242,0.977,0.000,0.122,60.000,27029.000,1.000
14.619,9.674,8.019,10.676,9.499,11.684,9.877,10.255,-0.080,0.977,-0.245,0.916,0.031,0.183,60.000,27030.000,1.000
15.594,11.077,8.678,11.130,9.805,13.513,10.286,10.412,-0.079,0.979,-0.244,0.977,0.061,0.244,60.000,27031.000,1.000
15.432,10.194,7.571,9.327,8.722,13.512,8.804,9.362,-0.082,0.981,-0.246,1.007,0.153,0.275,60.000,27032.000,1.000
14.918,8.496,6.362,7.384,6.866,11.410,6.935,7.239,-0.083,0.982,-0.244,1.007,0.092,0.275,60.000,27033.000,1.000
14.221,7.122,5.992,6.364,4.898,7.870,5.684,4.475,-0.085,0.981,-0.246,0.946,0.153,0.397,60.000,27034.000,1.000
11.990,5.596,5.312,4.994,2.940,4.020,4.341,1.759,-0.087,0.978,-0.245,0.977,0.092,0.305,60.000,27035.000,1.000
7.173,3.201,2.995,1.981,1.067,1.033,2.153,-0.023,-0.085,0.975,-0.245,1.038,0.000,0.427,60.000,27036.000,1.000
0.962,0.728,-0.121,-1.602,-0.184,-0.328,0.159,-0.322,-0.085,0.973,-0.243,1.068,-0.092,0.336,60.000,27037.000,1.000
-4.110,-0.230,-1.855,-3.488,-0.350,-0.187,0.116,0.420,-0.087,0.971,-0.247,1.160,-0.153,0.458,60.000,27038.000,1.000
-6.826,0.466,-1.606,-3.325,0.132,0.571,1.960,0.966,-0.088,0.970,-0.244,1.312,-0.244,0.580,60.000,27039.000,1.000
-8.206,0.886,-1.310,-3.385,0.057,0.989,3.390,0.239,-0.090,0.969,-0.245,1.465,-0.275,0.610,60.000,27040.000,1.000
-9.585,-0.830,-2.960,-5.789,-1.423,0.578,2.403,-1.895,-0.092,0.969,-0.244,1.556,-0.427,0.549,60.000,27041.000,1.000
-10.533,-4.136,-5.909,-9.751,-3.849,-0.519,-0.277,-4.594,-0.091,0.972,-0.245,1.617,-0.580,0.488,60.000,27042.000,1.000
